categoria_principal,shop,amenity,office,tourism,leisure,craft,healthcare,name,addr:street,addr:housenumber,lat,lon,tipo_actividad
amenity,,pharmacy,,,,,,"Farmàcia Vila Morell, Margarita",Carrer de Lluís Sagnier,55,41.4251943,2.1736248,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Najar Martón, Joan",Carrer Alt de Pedrell,58,41.4262273,2.1686933,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Prat Calvet, Carme",avinguda Mare de Déu de Montserrat,240,41.4223415,2.1748124,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Ortiz de Saracho Mata, Sofia",carrer Montserrat Casanovas,12,41.4236681,2.1688238,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Sanz Suay, Nestor",carrer Valles I Ribot,8,41.4230564,2.1889381,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Blanc Melià, Beatriz i Javier",carrer Concepció Arenal,124,41.4250034,2.1843337,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Marqués Wien, Carolina",carrer Olesa,65,41.4244193,2.185753,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Rubio Moreno, Margarita",Carrer de Padilla,378-380,41.4118536,2.1692892,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Roig Avilés, Isabel",Carrer de Rosalía de Castro,50-52,41.4119182,2.1727778,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Ruz Torres, Celia",Ronda del Guinardó,77,41.4137483,2.1700568,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Arrasaté Perpiñà,Avinguda de la Mare de Déu de Montserrat,71,41.4148554,2.1648608,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Aranda Margarit, Ricard",Carrer de los Castillejos,437-439,41.4141393,2.1682074,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Elisabet Barberà Maré,Carrer de los Castillejos,376,41.4120163,2.1712554,pharmacy
amenity,,pharmacy,,,,,,"Parafarmàcia Iglesias Bergadà, Mercè",Carrer de Sant Antoni Maria Claret,277,41.4177164,2.1828608,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Carbonell Uberos - Martínez Roman,carrer Concili de Trento,194,41.4174638,2.201033,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Nialet Prieto, Berta",Rambla de Prim,74,41.4150768,2.2148437,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Paterna Paterna, Jesús",Carrer de Pere IV,456,41.4137561,2.2061782,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Pastrana Fontanet, Roser",Carrer de Jaume Fabre,2,41.4135569,2.2173456,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Navarrete Mora, Yadira Lorena",Carrer del Maresme,104,41.4150445,2.2123015,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Baeta Alquezar - Bou Sais, Alícia",carrer Felip Ii,70,41.4194745,2.1883852,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Ricarte Fillola, Santiago",carrer Palencia,35,41.4184255,2.190548,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia García Llorente, M. Pilar",carrer Puigcerda,253,41.419961,2.2031743,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Valero Mendoza, M. Teresa",Carrer del Maresme,64,41.4137085,2.2140709,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Herrero Cerdà, Josep",carrer Borrell,68,41.4053383,2.2064652,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Bouffard Fita, Fernando",Carrer de Josep Pla,19-25,41.4086351,2.2157768,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Domenech Arno, Cristina",carrer Pallars,328,41.4064264,2.204959,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Villanueva Villalba, M. Pilar",Carrer de Sant Quintí,20,41.4126515,2.1793442,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Collellmir Morales, Marta",carrer Sant Antoni Maria Claret,181,41.414205,2.1781606,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Bruna Reverter, M. Àngels",Carrer del Dos de Maig,288,41.4100592,2.1782504,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Albareda, Anna - Pérez, Núria",Carrer de la Indústria,206,41.4114718,2.1771353,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Sardenya - Llic. Irene Malo Cruz,Carrer de la Indústria,80,41.4058431,2.1698486,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Fabré Rodríguez, Sergio",Carrer de Sardenya,487,41.4095684,2.1650008,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Rubio Calvo, Alvaro",carrer Padilla,295,41.4073595,2.1748153,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Mérida Donoso, Salvador",carrer Lepant,330,41.4068875,2.1736259,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Pascal Canalias, Dolors",avinguda Gaudi,85,41.4106777,2.1741826,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Garcia Velasco, Eider",carrer Alcalde de Mostoles,33,41.4108678,2.165894,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Chacón Puig, Guillermo Alfonso",carrer Industria,128,41.4081523,2.1727383,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Rojo Boixareu, Mercedes",Carrer de la Indústria,65,41.4048167,2.1679075,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Cotanda García, Anna Maria",Carrer de Lepant,398,41.4099599,2.1697264,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Comas Anye, M. Àngels",gv corts catalanes,871,41.4078768,2.1920536,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Pla Santamans, Francesc",Carrer de València,440,41.4023257,2.1763183,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Trigo Diaz, Ana Maria",carrer Provença,506,41.4066976,2.1776182,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Segarra Gurria, M.Pilar",gv corts catalanes,839,41.4057226,2.189323,pharmacy
amenity,,pharmacy,,,,,,Farmàcia Isabel Romera Guijarro,Passeig de Sant Joan,87,41.3980537,2.1709142,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Torres Puente, Z / Manera Beltran, S",Carrer de Nàpols,235,41.4005297,2.1724061,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Bragutal Rovira, S - Belmonte Martínez",Carrer de Bailèn,113,41.3974855,2.1694491,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Ibáñez Gimeno, Marta",Avinguda Diagonal,319,41.3992142,2.1712925,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Torrents Grau, Glòria",Carrer de Roger de Flor,166,41.3977946,2.174149,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Urgell Roura, Montserrat",Carrer de València,393,41.4012006,2.1744449,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Bouffard Fita, Carina",Carrer de Roger de Llúria,17,41.3907897,2.1717513,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Barenys,carrer Comtal,25,41.3866909,2.1737568,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Miserachs Lalanda, Marta",Carrer de Roger de Llúria,51,41.3934027,2.1682985,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Roson Rio, Santiago",Carrer de Pau Claris,111,41.3918346,2.1681233,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Mateu Bellés, M. Joana",Gran Via de les Corts Catalanes,669,41.3943714,2.1743069,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Gilaberte Velasco, Lydia",Carrer del Bruc,88,41.3945131,2.1694553,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Peris Zaragoza, M. Carme",Carrer de Bailèn,92,41.3965669,2.1712803,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Bainad Caballé, Jacint",Carrer d'Alí Bei,38,41.3934118,2.1808171,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Malaspina Casulleras, Anna M.",Carrer de Roger de Flor,9 bis,41.3903305,2.183641,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Jové Ysanta, M. Teresa",Carrer de Nàpols,4,41.3910603,2.1852869,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Ortuño Gobern, M. Pilar",Carrer de Casp,67,41.3937007,2.1763177,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Montserrat Villar Merchán,Passeig de Lluís Companys,7,41.3902055,2.1807867,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Sánchez García, José",plaça Sant Agustí Vell,11,41.3881124,2.1806893,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Odriozola Jauristi, Laura",carrer Maquinista,9,41.380674,2.1882345,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Domènech Pérez, Antoni",carrer Andrea Doria,14,41.3802334,2.1904708,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Miró Aspa, Antoni",carrer Almirall Cervera,15,41.3784737,2.1897252,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Agramonte Bucho, Zoila Adelfa",plaça Llana,11,41.3852524,2.1794549,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Allué Mugarra, Alejandro",Avinguda del Marquès de l'Argentera,5,41.3838959,2.1840961,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Hernández de la Rosa, Carme",La Rambla,38,41.3789519,2.175506,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Llenas Just, F. - Vilardell Williges, I.",avinguda Paral Lel,48,41.3750474,2.1718901,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Camprubí Ribalta, M. Falgas",carrer de Sant Pau,44,41.3793006,2.1722387,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Aguilar Peyra, M. Victòria",rambla La Rambla,44,41.3794972,2.1750305,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Gironès Saderra, Montserrat",carrer Escudellers,8,41.3792218,2.1760437,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Rodríguez Vilar, Javier",carrer Josep Anselm Clavé,3,41.3768896,2.1775928,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Luna Molero, Maria del Mar",carrer Vila I Vilà,57,41.3737078,2.1701321,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Morera Serda, Josefa",Carrer del Roser,28,41.3734473,2.1666396,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia M. Teresa Soro Mas,Passeig de Montjuïc,36,41.3723116,2.1709478,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Catafal Llora, Lourdes",Carrer del Roser,39,41.3729929,2.1665072,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Toledo Fernández, Esther",Carrer de la Portaferrissa,1-3,41.3831792,2.1719978,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Guerrero Agustí, Adriana",carrer Hospital,70,41.3801677,2.1692778,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Sánchez Martínez, Socorro",Carrer del Pintor Fortuny,31,41.3822757,2.1688139,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Mandianes, Anna - Vallcorba, Gisela",Carrer de la Cera,30,41.3785545,2.1656099,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Benavides Helbig, Santiago",Carrer de Joaquín Costa,31,41.38221,2.1660796,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Benedid Costa, Montserrat",carrer Sant Antoni Abat,1,41.3793909,2.1657757,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Beltran Rovira, Jordi",rambla Del Raval,14,41.3783535,2.1692541,pharmacy
amenity,,parking_entrance,,,,,,Aparcament Sicília,,,41.4050449,2.169039,parking_entrance
amenity,,parking,,,,,,Aparcament Sicília,,,41.4050998,2.1691384,parking
amenity,,pharmacy,,,,,pharmacy,Farmàcia Federico Carapuig Ordoñez,,5,41.412991,2.1047433,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Juan Ignacio Risco Urraco,Carretera de Collblanc,154,41.3760077,2.1113329,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia M. Teresa Massagué Vendrell,Carrer de González Tablas,5,41.3849916,2.1092071,pharmacy
amenity,,pharmacy,,,,,,Farmàcia Lucía Fullana Barceló,Passeig de Sant Gervasi,24,41.4089703,2.1348506,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Immaculada Curos Puntí,Carrer del DoctorFerran,7,41.388498,2.1233233,pharmacy
amenity,,pharmacy,,,,,,Farmàcia Teresa Campos García,Carrer de Numància,185,41.3908816,2.1310318,pharmacy
amenity,,pharmacy,,,,,,Farmàcia Mitre,Ronda del General Mitre,9,41.3932926,2.1311929,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Trinquet,Carrer del Trinquet,8,41.3954896,2.1209508,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Surribas,Carrer del Capità Arenas,62,41.3937324,2.1248663,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia José Antonio Serrano Gil,carrer de Vico,17,41.39952,2.1359509,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Pilar Gazulla Abio,Carrer d'Anglí,4,41.3983279,2.127806,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Codina Vàzquez, M. Victòria",Carrer de Bisbe Sivilla,40,41.4042525,2.1345133,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia F. Massana,Passeig de Sant Joan Bosco,57,41.3951509,2.1264211,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Josep Castellví Altimira,Carrer del Cardenal de Sentmenat,35,41.3982875,2.1249511,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Xavier i Elisenda Casals,Via Augusta,276,41.3979316,2.1308773,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Encarnació Marin Sánchez,Carrer de Manila,49,41.3899793,2.1256151,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Anna Maria Perera Francisco,Carrer del Riu de l'Or,33,41.3945136,2.122405,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Andreu Lleal, M. Assumpció",Carrer de Ganduxer,94,41.3997528,2.1339699,pharmacy
amenity,,pharmacy,,,,,,Farmàcia Clara García Brosa,Carrer de les Escoles Pies,23,41.3970749,2.1341245,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Montserrat Ros Antolinos,Carrer d'Oriol Mestres,1,41.396455,2.1230048,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Maria Àngels Beumala Llunell,Carrer del Bisbe Català,8,41.3953489,2.113806,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Núria Pietro Ramos,Carrer del Milanesat,1,41.396223,2.1271345,pharmacy
amenity,,pharmacy,,,,,,Farmàcia Susagna Lucas Male,Ronda del General Mitre,36,41.393793,2.1328011,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Torrents Bergé, Javier",Carrer de l'Energia,9,41.357896,2.1365391,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Bosch de Basea Cusco, M. Dolors",Carrer del Pantà de Tremp,63,41.4259729,2.1520226,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Padro Alcoverro, Enric",Plaça de Pastrana,1,41.4254729,2.1557107,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Pagano Roson, Fèlix",Carrer de Juan de Mena,1,41.4306122,2.1476989,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Boixeda Batllori, C/ Purset Boixeda, MB",Carrer de Bernat Bransi,38,41.4243799,2.153439,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Montbau,Carrer de l'Harmonia,31,41.4338234,2.1416522,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Garrabé Canet, M. Teresa",Carrer de Dante Alighieri,118,41.4268851,2.1552154,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Montaña Sabaté, Judith",Carrer de Dante Alighieri,155,41.4253691,2.1536026,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Agustí Vidal, M. Isabel",Carrer de Dante Alighieri,66,41.4278891,2.1585105,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Albert Marqués,Carrer de Violant d'Hongria Reina d'Aragó,60,41.3785724,2.129956,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia M. Neus Forcada Llamusí,Passatge d'Andalusia,14,41.3707621,2.1334412,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Carreras Candi,Carrer de Carreras i Candi,49,41.3732328,2.1277579,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Maria Bravo Samaniego,Carrer d'Esteràs,28,41.3708877,2.1294405,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Cristina Corral Sánchez,Carrer de Sugranyes,11,41.3749713,2.1277279,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia M. Dolores Quilis García,Carrer de Sants,234,41.3756338,2.1292659,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Rosa M. Vives Ribé,Carrer de la Riera Blanca,11,41.3769604,2.1218906,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Ana Salcedo Pujantell,Carrer d'Arístides Maillol,9,41.3784628,2.1199327,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Boada,Carrer del Tenor Masini,52,41.3775338,2.1318451,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Augé Lidón, Maria Assumpció",Gran Via de Carles III,58,41.3838515,2.1285342,pharmacy
amenity,,pharmacy,,,,,pharmacy,Maria Uriach Farmàcia,Carrer de Sabino Arana,20,41.3853774,2.125596,pharmacy
amenity,,pharmacy,,,,,,Farmàcia M. Remei Pouplana Castelló,Carrer d'Europa,17,41.3872156,2.1297676,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Teresa Bea Cahué,Carrer de Violant d'Hongria Reina d'Aragó,53,41.3782631,2.1288489,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Sonia Jiménez Cara,Carrer de Sants,145,41.3753274,2.1331458,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia M. Boronat,Carrer del Vallespir,188,41.384189,2.1340663,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Anna Orobitg Blanch,Carrer de Dolors Masferrer i Bosch,16,41.385405,2.1290891,pharmacy
amenity,,pharmacy,,,,,,Farmàcia Boada,Carrer de Sant Medir,12,41.3747608,2.1328293,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia León Zamorano, Jorge i Mayte",Carrer de la Pobla de Lillet,20,41.3810174,2.1299761,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia J. Estruch,Rambla de Badal,156,41.3733609,2.131451,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Dàmaris,Rambla del Brasil,14,41.3764433,2.1305343,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Elvira Rocha Rosal,Plaça de Sants,9,41.3759765,2.1353292,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Miguel Sola Martín,Carrer del Tenor Masini,116,41.3798863,2.1309756,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Cristina González-Adrio Wagner,Carrer de Portbou,38,41.3771013,2.126651,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia F. Xavier Miquel Carbó,Avinguda de Madrid,8,41.3760758,2.1237273,pharmacy
amenity,,pharmacy,,,,,,Farmàcia Elena Serra Busquet,Carrer de Felipe de Paz,8,41.3795126,2.1257561,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Escoda Escoda, Mercedes",Carrer de Miquel Àngel,113,41.3766187,2.1287377,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Basma Sedraoui,Carrer del Taquígraf Garriga,67,41.3879744,2.1354855,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Anna Maria Lladó Almonacid,Carrer d'Arizala,48,41.3778601,2.1242281,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Natalie Delesie,Carrer d'Antoni de Capmany,31,41.3715766,2.1314978,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Roca Bermudez de Castro, Carles",Carrer de Sostres,15,41.4114872,2.1503217,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Bravo Anaya, Núria",Carrer de la Murtra,8,41.4240604,2.1509008,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Rubio Gamarro, Esther",Carrer del Beat Almató,"18,20",41.4164007,2.1476226,pharmacy
amenity,,pharmacy,,,,,,Farmàcia Margarita Reig Lavernia,Passeig de la Mare de Déu del Coll,6,41.4138429,2.1448391,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia San Martín Cervera, Helena",Carrer del Besòs,27,41.4219694,2.1481964,pharmacy
amenity,,pharmacy,,,,,,Farmàcia Ana Rosselló Busquet,Passatge de Sant Josep de la Muntanya,6,41.4109584,2.1543601,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Parés Casalà, Marta",Carrer de la Mare de Déu del Coll,31,41.4089898,2.1495052,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Martin Sancho, M. Teresa",Carrer de Santa Rosalia,82,41.4231462,2.1488468,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Moratalla Nohales, Yolanda",Carrer de Queixans,4,41.4202901,2.1583687,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Pérez García, Maria Carmen",Carrer de l'Alzina,44,41.4072479,2.1557114,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Masip Masip, Pilar",Carrer de l'Hortal,41,41.421501,2.1519918,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Belloc Díaz, Concepció",Carrer d'Osona,3,41.4077986,2.1444652,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Galvez Serrano, Concepció",Carrer d'Albert Llanas,2,41.4148462,2.159356,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia León Berrocal, Maria",Carrer de la Farigola,"46,48",41.4131935,2.1466692,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Pérez Matute, Anna Cristina",Carrer del Llobregós,206,41.4221512,2.1520197,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Bregante Soriano, Teresa",Carrer de Collserola,21,41.4161064,2.1359894,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Tutzó Martín, Gemma",Carrer de Sant Salvador,125,41.4086458,2.1564182,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Fernàndez Moreno, Miguel",Carrer de Pasteur,1,41.4170374,2.1587351,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Barau, Mercè - Tribó, Gemma",Rambla de Mercedes,26,41.412425,2.1547981,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Pararols Valldaura, Cristina",Avinguda del Coll del Portell,55,41.4112934,2.1523707,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Casajuana Ribalta, Rita",Carrer d'Escipió,53,41.4062584,2.144542,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Vilas Masó, Anna",Avinguda de la República Argentina,270,41.4136932,2.1385454,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Moreno Yuste, Maria",Carrer de Gomis,49,41.4134338,2.1396679,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia González Mercader, Margarita",Avinguda de Pompeu Fabra,2,41.4145544,2.1583012,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Martin Mateo, M. Concepció",Carrer de Fastenrath,65,41.4221402,2.1455899,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Carrera Rodríguez, Elisa",Carrer de Verdi,132,41.4070215,2.153713,pharmacy
amenity,,pharmacy,,,,,,Farmàcia M. Carme Gómez Fernández,Passatge dels Santuaris,13,41.4211617,2.1539759,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Barberà Maré, Elisabet",Carrer de Santa Rosalia,31,41.4213943,2.1454186,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Reguera Borrego, Herminia",Carrer del Santuari,53,41.4209269,2.1524524,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Martínez Pardo, Isabel",Travessera de Dalt,110,41.4114676,2.1582527,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Salud Morella, Laura",Carrer Gran de Gràcia,115,41.4014693,2.1534018,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia García Llorente, Carlos",Carrer dels Valero,10,41.396282,2.1384832,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Guix, Rosa - Giné, Mar",Carrer de Balmes,303,41.4022039,2.1455569,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Montserrat Miquel,Carrer de Balmes,222,41.3983397,2.151343,pharmacy
amenity,,pharmacy,,,,,pharmacy,Farmàcia Samaranch Vandellós-Samaranch Mirada,Carrer de Saragossa,42,41.4025919,2.1484391,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Colomina Guitart, Clàudia",Carrer de Saragossa,133,41.4046633,2.1451894,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Gimeno Fité, Mercedes",Carrer de València,224,41.3896688,2.1595037,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Cardús Llongueras, Rosa i Inés",Carrer de Francesc Pérez-Cabrero,11,41.3941174,2.1395423,pharmacy
amenity,,pharmacy,,,,,,Farmàcia Salabert,Carrer de l'Avenir,21,41.3967979,2.1486174,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Cabanas Miret, Joaquim",Carrer de Muntaner,476,41.4025702,2.1384345,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Giró Ribot, Manuel",Carrer del Mestre Nicolau,6,41.3931763,2.1423547,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Sanchis Tintoré, Rosario",Carrer de Ferran Agulló,4,41.3950523,2.141604,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Bassas Costa, Josefina",Carrer de Ravella,11,41.4007069,2.1370162,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Fabian Sanchis, Carlos",Via Augusta,242,41.3979548,2.1366083,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Coll Colomer, Montserrat",Carrer de Sant Elies,28,41.4011481,2.1442908,pharmacy
amenity,,pharmacy,,,,,,"Farmàcia Petit Aristizabal, Regina",Carrer de Calàbria,242-244,41.3862305,2.1465618,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Segon Cucurull, Immaculada",Carrer d'Enric Granados,155,41.3945161,2.1533025,pharmacy
amenity,,pharmacy,,,,,pharmacy,"Farmàcia Serralta Baquero, M. Teresa",Carrer d'Aribau,91,41.3898477,2.1570388,pharmacy
amenity,,pharmacy,,,,,,Farmàcia Sala Soler,Carrer de Balmes,173,41.3960685,2.1535623,pharmacy
